"Application","Object","Object Name","Object Type","Hash","Policy","Result","URL","User Agent","Response Code","Subject","Version","Command","Reason","Action","Status","Session Type","Process Name","Process ID","Parent Process ID","Parent Process Name","Parent Process Path","Quantity","Amount","Size","Rate","Duration","Session","Known Application","Host (Impacted) KBytes Rcvd","Host (Impacted) KBytes Sent","Host (Impacted) KBytes Total","Host (Impacted) Packets Rcvd","Host (Impacted) Packets Sent","Host (Impacted) Packets Total","Classification","Common Event","Priority","Direction","Severity","Vendor Message ID","Vendor Info","MPE Rule Name","Threat Name","Threat ID","CVE","Host (Origin)","Host (Impacted)","MAC Address (Origin)","MAC Address (Impacted)","Interface (Origin)","Interface (Impacted)","IP Address (Origin)","IP Address (Impacted)","NAT IP Address (Origin)","NAT IP Address (Impacted)","Hostname (Origin)","Hostname (Impacted)","Known Host (Origin)","Known Host (Impacted)","Serial Number","User (Origin)","User (Impacted)","Sender","Recipient","Group","Entity (Origin)","Entity (Impacted)","Zone (Origin)","Zone (Impacted)","Location (Origin)","Location (Impacted)","Country (Origin)","Country (Impacted)","Region (Origin)","Region (Impacted)","Log Date","Log Count","Log Source Entity","Log Source Type","Log Source Host","Log Source","Log Sequence Number","Log Message","First Log Date","Last Log Date","Network (Origin)","Network (Impacted)","Domain (Impacted)","Domain (Origin)","Protocol","TCP/UDP Port (Origin)","TCP/UDP Port (Impacted)","NAT TCP/UDP Port (Origin)","NAT TCP/UDP Port (Impacted)","Rule Block","Actions","User (Origin) Identity","User (Impacted) Identity","Sender Identity","Recipient Identity"
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:50:31 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37268755","12 08 2024 17:50:31 172.16.50.251 <SLOG:INFO> Dec  8 17:50:31 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:50:29 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49695 (unknown)->151.101.122.172:80 (unknown)",1733673031206,1733673031206,,,,,"TCP",49695,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:50:28 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37268614","12 08 2024 17:50:28 172.16.50.251 <SLOG:INFO> Dec  8 17:50:28 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:50:28 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49385 (unknown)->151.101.122.172:80 (unknown)",1733673028206,1733673028206,,,,,"TCP",49385,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:50:07 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37267411","12 08 2024 17:50:07 172.16.50.251 <SLOG:INFO> Dec  8 17:50:07 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:50:07 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49326 (unknown)->151.101.122.172:80 (unknown)",1733673007206,1733673007206,,,,,"TCP",49326,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:49:23 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37265129","12 08 2024 17:49:23 172.16.50.251 <SLOG:INFO> Dec  8 17:49:23 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:49:22 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49225 (unknown)->151.101.122.172:80 (unknown)",1733672963021,1733672963021,,,,,"TCP",49225,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:48:56 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37263467","12 08 2024 17:48:56 172.16.50.251 <SLOG:INFO> Dec  8 17:48:56 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:48:56 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49162 (unknown)->151.101.122.172:80 (unknown)",1733672936021,1733672936021,,,,,"TCP",49162,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:48:56 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37263466","12 08 2024 17:48:56 172.16.50.251 <SLOG:INFO> Dec  8 17:48:56 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:48:55 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49159 (unknown)->151.101.122.172:80 (unknown)",1733672936021,1733672936021,,,,,"TCP",49159,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.61","151.101.123.52",,,,,"172.29.66.61","151.101.123.52",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:45:39 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37253629","12 08 2024 17:45:39 172.16.50.251 <SLOG:INFO> Dec  8 17:45:39 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:45:39 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.61:50663 (unknown)->151.101.123.52:80 (unknown)",1733672739381,1733672739381,,,,,"TCP",50663,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.88","217.20.57.43",,,,,"172.29.66.88","217.20.57.43",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:35:41 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37219312","12 08 2024 17:35:41 172.16.50.251 <SLOG:INFO> Dec  8 17:35:41 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:35:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.88:56168 (unknown)->217.20.57.43:80 (unknown)",1733672141204,1733672141204,,,,,"TCP",56168,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.88","217.20.57.43",,,,,"172.29.66.88","217.20.57.43",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:35:41 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37219313","12 08 2024 17:35:41 172.16.50.251 <SLOG:INFO> Dec  8 17:35:41 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:35:40 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.88:56169 (unknown)->217.20.57.43:80 (unknown)",1733672141204,1733672141204,,,,,"TCP",56169,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.88","217.20.57.36",,,,,"172.29.66.88","217.20.57.36",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:34:25 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37214606","12 08 2024 17:34:25 172.16.50.251 <SLOG:INFO> Dec  8 17:34:25 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:34:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.88:55910 (unknown)->217.20.57.36:80 (unknown)",1733672065205,1733672065205,,,,,"TCP",55910,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.88","217.20.57.36",,,,,"172.29.66.88","217.20.57.36",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:34:24 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37214555","12 08 2024 17:34:24 172.16.50.251 <SLOG:INFO> Dec  8 17:34:24 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:34:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.88:55913 (unknown)->217.20.57.36:80 (unknown)",1733672064205,1733672064205,,,,,"TCP",55913,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.88","217.20.57.36",,,,,"172.29.66.88","217.20.57.36",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:34:24 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37214554","12 08 2024 17:34:24 172.16.50.251 <SLOG:INFO> Dec  8 17:34:24 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:34:24 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.88:55914 (unknown)->217.20.57.36:80 (unknown)",1733672064205,1733672064205,,,,,"TCP",55914,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:27:13 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37190473","12 08 2024 17:27:13 172.16.50.251 <SLOG:INFO> Dec  8 17:27:13 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:27:11 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49970 (unknown)->151.101.122.172:80 (unknown)",1733671633191,1733671633191,,,,,"TCP",49970,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:27:13 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37190474","12 08 2024 17:27:13 172.16.50.251 <SLOG:INFO> Dec  8 17:27:13 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:27:11 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49972 (unknown)->151.101.122.172:80 (unknown)",1733671633191,1733671633191,,,,,"TCP",49972,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.202","151.101.122.172",,,,,"172.29.70.202","151.101.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"France, 9 Boulevard du Palais, 75001 Paris, France, Paris",,"France",,"9 Boulevard du Palais, 75001 Paris, France","12/08/2024, 7:27:13 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37190476","12 08 2024 17:27:13 172.16.50.251 <SLOG:INFO> Dec  8 17:27:13 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:27:11 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.202:49969 (unknown)->151.101.122.172:80 (unknown)",1733671633191,1733671633191,,,,,"TCP",49969,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","146.75.122.172",,,,,"172.29.70.147","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:25:11 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37182821","12 08 2024 17:25:11 172.16.50.251 <SLOG:INFO> Dec  8 17:25:11 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:25:09 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:61779 (unknown)->146.75.122.172:80 (unknown)",1733671511202,1733671511202,,,,,"TCP",61779,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","146.75.122.172",,,,,"172.29.70.147","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:25:11 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37182819","12 08 2024 17:25:11 172.16.50.251 <SLOG:INFO> Dec  8 17:25:11 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:25:09 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:61778 (unknown)->146.75.122.172:80 (unknown)",1733671511202,1733671511202,,,,,"TCP",61778,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","146.75.122.172",,,,,"172.29.70.147","146.75.122.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:25:11 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37182816","12 08 2024 17:25:11 172.16.50.251 <SLOG:INFO> Dec  8 17:25:11 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:25:09 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:61784 (unknown)->146.75.122.172:80 (unknown)",1733671511202,1733671511202,,,,,"TCP",61784,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.215","104.73.172.56",,,,,"172.31.162.215","104.73.172.56",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:20:45 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37166260","12 08 2024 17:20:45 172.16.50.251 <SLOG:INFO> Dec  8 17:20:45 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:20:44 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.215:63188 (unknown)->104.73.172.56:80 (unknown)",1733671245202,1733671245202,,,,,"TCP",63188,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","currently not vulnerable",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.31.162.215","104.73.172.56",,,,,"172.31.162.215","104.73.172.56",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:20:45 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37166261","12 08 2024 17:20:45 172.16.50.251 <SLOG:INFO> Dec  8 17:20:45 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Currently Not Vulnerable] From ""FTD-01"" at Sun Dec  8 17:20:43 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.31.162.215:63190 (unknown)->104.73.172.56:80 (unknown)",1733671245202,1733671245202,,,,,"TCP",63190,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.66.163","104.73.172.56",,,,,"172.29.66.163","104.73.172.56",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"United Arab Emirates, Al Fujayrah, Al Fujayrah",,"United Arab Emirates",,"Al Fujayrah","12/08/2024, 7:19:17 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37161120","12 08 2024 17:19:17 172.16.50.251 <SLOG:INFO> Dec  8 17:19:17 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:19:17 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.66.163:55697 (unknown)->104.73.172.56:80 (unknown)",1733671157203,1733671157203,,,,,"TCP",55697,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","146.75.118.172",,,,,"172.29.70.147","146.75.118.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:15:46 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37147410","12 08 2024 17:15:46 172.16.50.251 <SLOG:INFO> Dec  8 17:15:46 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:15:44 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:50978 (unknown)->146.75.118.172:80 (unknown)",1733670946205,1733670946205,,,,,"TCP",50978,80,,,,,,,,
"HTTP","http_inspect: multi_slash encoding","unknown",,,,,,,,"not suspicious traffic",,,,,,,,,,,,,,,,,,"HTTP",,,,,,,"Suspicious","Suspicious Activity",42,"Outbound","3","8",,"PreProc: 119:8 MULTI_SLASH ENCODING","http_inspect: multi_slash encoding",,,"172.29.70.147","146.75.118.172",,,,,"172.29.70.147","146.75.118.172",,,,,,,,,,"ftd-01",,,"Firewalls","Global Entity","Internal","External",,"Germany, Hessen, Frankfurt Am Main",,"Germany",,"Hessen","12/08/2024, 7:15:46 pm",1,"Firewalls","Syslog - Cisco FirePOWER","172.16.50.251","172.16.50.251 CiscoFirePOWER","37147411","12 08 2024 17:15:46 172.16.50.251 <SLOG:INFO> Dec  8 17:15:46 firepower SFIMS: [119:8:3] http_inspect: MULTI_SLASH ENCODING [Impact: Unknown] From ""FTD-01"" at Sun Dec  8 17:15:44 2024 UTC [Classification: Not Suspicious Traffic] [Priority: 3] {tcp} 172.29.70.147:50977 (unknown)->146.75.118.172:80 (unknown)",1733670946205,1733670946205,,,,,"TCP",50977,80,,,,,,,,
